video,ground_truth,our_prediction,crowdkit_prediction,our_correct,crowdkit_correct
705.mp4,pole vault,pole vault,abseiling,True,False
706.mp4,playing chess,playing chess,abseiling,True,False
709.mp4,spray painting,applying cream,spray painting,False,True
710.mp4,balloon blowing,balloon blowing,abseiling,True,False
711.mp4,tango dancing,tango dancing,abseiling,True,False
712.mp4,snorkeling,abseiling,snorkeling,False,True
713.mp4,feeding goats,feeding goats,abseiling,True,False
714.mp4,pumping fist,pumping fist,abseiling,True,False
715.mp4,unloading truck,unloading truck,abseiling,True,False
716.mp4,pumping fist,applauding,pumping fist,False,True
717.mp4,laying bricks,trimming or shaving beard,abseiling,False,False
718.mp4,riding unicycle,riding unicycle,abseiling,True,False
720.mp4,trimming or shaving beard,trimming or shaving beard,abseiling,True,False
722.mp4,riding unicycle,riding unicycle,abseiling,True,False
723.mp4,sharpening knives,sharpening knives,abseiling,True,False
724.mp4,playing didgeridoo,playing didgeridoo,abseiling,True,False
725.mp4,changing oil,changing oil,abseiling,True,False
726.mp4,capoeira,capoeira,abseiling,True,False
729.mp4,riding elephant,riding elephant,abseiling,True,False
730.mp4,jogging,jogging,abseiling,True,False
731.mp4,dunking basketball,dunking basketball,abseiling,True,False
732.mp4,waiting in line,applauding,waiting in line,False,True
733.mp4,snorkeling,abseiling,snorkeling,False,True
734.mp4,javelin throw,javelin throw,abseiling,True,False
737.mp4,making snowman,applauding,making snowman,False,True
738.mp4,tying bow tie,applying cream,tying bow tie,False,True
739.mp4,riding elephant,riding elephant,abseiling,True,False
741.mp4,vault,vault,abseiling,True,False
742.mp4,playing badminton,playing badminton,abseiling,True,False
746.mp4,bandaging,applying cream,bandaging,False,True
747.mp4,dancing macarena,dancing macarena,abseiling,True,False
748.mp4,tango dancing,tango dancing,abseiling,True,False
751.mp4,applauding,applauding,dancing charleston,True,False
752.mp4,applying cream,playing didgeridoo,abseiling,False,False
753.mp4,ripping paper,applauding,ripping paper,False,True
754.mp4,pumping fist,pumping fist,abseiling,True,False
755.mp4,capoeira,capoeira,abseiling,True,False
756.mp4,making snowman,applauding,making snowman,False,True
757.mp4,swinging legs,swinging legs,abseiling,True,False
759.mp4,laying bricks,trimming or shaving beard,abseiling,False,False
760.mp4,playing chess,playing chess,abseiling,True,False
761.mp4,tango dancing,applauding,tango dancing,False,True
762.mp4,dunking basketball,dunking basketball,abseiling,True,False
763.mp4,playing trombone,applauding,playing trombone,False,True
764.mp4,unloading truck,unloading truck,abseiling,True,False
765.mp4,pumping fist,laughing,abseiling,False,False
766.mp4,changing oil,changing oil,abseiling,True,False
767.mp4,trimming or shaving beard,trimming or shaving beard,abseiling,True,False
768.mp4,javelin throw,javelin throw,abseiling,True,False
769.mp4,fixing hair,fixing hair,abseiling,True,False
770.mp4,frying vegetables,cooking on campfire,abseiling,False,False
771.mp4,pole vault,pole vault,abseiling,True,False
772.mp4,making snowman,making snowman,abseiling,True,False
773.mp4,riding elephant,riding elephant,abseiling,True,False
774.mp4,making snowman,making snowman,abseiling,True,False
775.mp4,jogging,jogging,abseiling,True,False
776.mp4,laying bricks,applying cream,laying bricks,False,True
777.mp4,hurdling,pole vault,abseiling,False,False
778.mp4,riding unicycle,riding unicycle,abseiling,True,False
779.mp4,squat,lunge,abseiling,False,False
780.mp4,driving car,driving car,abseiling,True,False
781.mp4,shuffling cards,shuffling cards,abseiling,True,False
783.mp4,riding mountain bike,riding mountain bike,abseiling,True,False
784.mp4,hurdling,pole vault,abseiling,False,False
785.mp4,playing trombone,playing trombone,abseiling,True,False
790.mp4,javelin throw,javelin throw,abseiling,True,False
794.mp4,laughing,laughing,abseiling,True,False
797.mp4,canoeing or kayaking,canoeing or kayaking,abseiling,True,False
798.mp4,riding elephant,riding elephant,abseiling,True,False
799.mp4,trimming or shaving beard,trimming or shaving beard,abseiling,True,False
800.mp4,skateboarding,skateboarding,abseiling,True,False
801.mp4,canoeing or kayaking,canoeing or kayaking,abseiling,True,False
802.mp4,pushing wheelchair,pushing wheelchair,abseiling,True,False
803.mp4,playing badminton,playing badminton,abseiling,True,False
804.mp4,bench pressing,bench pressing,abseiling,True,False
806.mp4,playing keyboard,playing keyboard,abseiling,True,False
807.mp4,skateboarding,skateboarding,abseiling,True,False
808.mp4,bandaging,applauding,bandaging,False,True
811.mp4,dancing macarena,applauding,pumping fist,False,False
813.mp4,pushing wheelchair,pushing wheelchair,abseiling,True,False
814.mp4,playing trombone,playing trombone,abseiling,True,False
818.mp4,making snowman,making snowman,abseiling,True,False
819.mp4,skateboarding,skateboarding,abseiling,True,False
821.mp4,dunking basketball,dunking basketball,abseiling,True,False
822.mp4,bandaging,applying cream,bandaging,False,True
823.mp4,changing oil,changing oil,abseiling,True,False
824.mp4,pushing wheelchair,swinging legs,abseiling,False,False
825.mp4,playing trombone,applauding,playing trombone,False,True
827.mp4,bench pressing,bench pressing,abseiling,True,False
829.mp4,tango dancing,applauding,tango dancing,False,True
830.mp4,skateboarding,skateboarding,abseiling,True,False
831.mp4,capoeira,capoeira,abseiling,True,False
832.mp4,lunge,lunge,abseiling,True,False
833.mp4,snorkeling,abseiling,snorkeling,False,True
835.mp4,plastering,applying cream,bandaging,False,False
836.mp4,capoeira,capoeira,abseiling,True,False
837.mp4,trimming or shaving beard,trimming or shaving beard,abseiling,True,False
838.mp4,tying bow tie,applying cream,tying bow tie,False,True
839.mp4,shuffling cards,shuffling cards,abseiling,True,False
840.mp4,playing badminton,playing badminton,abseiling,True,False
841.mp4,moving furniture,moving furniture,abseiling,True,False
842.mp4,spray painting,applying cream,spray painting,False,True
843.mp4,blasting sand,applying cream,spray painting,False,False
844.mp4,swinging legs,swinging legs,abseiling,True,False
845.mp4,fixing hair,fixing hair,abseiling,True,False
847.mp4,pole vault,pole vault,abseiling,True,False
849.mp4,tango dancing,tango dancing,abseiling,True,False
850.mp4,dancing ballet,dancing ballet,abseiling,True,False
851.mp4,shuffling cards,shuffling cards,abseiling,True,False
852.mp4,riding elephant,applauding,riding elephant,False,True
853.mp4,making snowman,making snowman,abseiling,True,False
854.mp4,pumping fist,applauding,pumping fist,False,True
855.mp4,tango dancing,applauding,tango dancing,False,True
858.mp4,feeding goats,feeding goats,abseiling,True,False
859.mp4,dancing ballet,dancing ballet,abseiling,True,False
862.mp4,playing trombone,applauding,playing trombone,False,True
863.mp4,playing trombone,applauding,playing trombone,False,True
865.mp4,canoeing or kayaking,canoeing or kayaking,abseiling,True,False
867.mp4,skateboarding,skateboarding,abseiling,True,False
868.mp4,tango dancing,applauding,tango dancing,False,True
869.mp4,riding elephant,riding elephant,abseiling,True,False
870.mp4,lunge,lunge,abseiling,True,False
871.mp4,pumping fist,pumping fist,abseiling,True,False
872.mp4,making snowman,applauding,making snowman,False,True
873.mp4,tango dancing,applauding,tango dancing,False,True
874.mp4,lunge,lunge,abseiling,True,False
875.mp4,pumping fist,applauding,pumping fist,False,True
876.mp4,playing badminton,playing badminton,abseiling,True,False
877.mp4,bench pressing,bench pressing,abseiling,True,False
878.mp4,riding elephant,riding elephant,abseiling,True,False
879.mp4,riding unicycle,riding unicycle,abseiling,True,False
881.mp4,skateboarding,skateboarding,abseiling,True,False
882.mp4,squat,squat,abseiling,True,False
883.mp4,vault,vault,abseiling,True,False
884.mp4,changing wheel,applying cream,changing wheel,False,True
885.mp4,sign language interpreting,sign language interpreting,abseiling,True,False
886.mp4,driving car,driving car,abseiling,True,False
888.mp4,skateboarding,skateboarding,abseiling,True,False
889.mp4,playing badminton,playing badminton,abseiling,True,False
890.mp4,pole vault,applauding,pole vault,False,True
891.mp4,riding elephant,jogging,abseiling,False,False
892.mp4,trimming or shaving beard,trimming or shaving beard,abseiling,True,False
893.mp4,ripping paper,ripping paper,abseiling,True,False
895.mp4,dancing ballet,dancing ballet,abseiling,True,False
897.mp4,lunge,lunge,abseiling,True,False
898.mp4,spray painting,applying cream,spray painting,False,True
899.mp4,hurdling,applauding,hurdling,False,True
901.mp4,dancing ballet,dancing ballet,abseiling,True,False
902.mp4,playing didgeridoo,applauding,playing didgeridoo,False,True
903.mp4,ripping paper,ripping paper,abseiling,True,False
904.mp4,changing wheel,changing wheel,abseiling,True,False
905.mp4,spray painting,applying cream,spray painting,False,True
906.mp4,blasting sand,blasting sand,abseiling,True,False
907.mp4,blasting sand,blasting sand,abseiling,True,False
908.mp4,skateboarding,skateboarding,abseiling,True,False
910.mp4,riding elephant,riding elephant,abseiling,True,False
911.mp4,jogging,jogging,abseiling,True,False
912.mp4,playing trombone,applauding,playing trombone,False,True
913.mp4,jogging,jogging,abseiling,True,False
914.mp4,snorkeling,abseiling,snorkeling,False,True
916.mp4,pushing wheelchair,pushing wheelchair,abseiling,True,False
918.mp4,javelin throw,applauding,javelin throw,False,True
919.mp4,juggling soccer ball,juggling soccer ball,abseiling,True,False
920.mp4,driving car,driving car,abseiling,True,False
921.mp4,snorkeling,abseiling,snorkeling,False,True
923.mp4,bench pressing,bench pressing,abseiling,True,False
924.mp4,dancing ballet,dancing ballet,abseiling,True,False
925.mp4,playing didgeridoo,doing nails,playing didgeridoo,False,True
927.mp4,lunge,lunge,abseiling,True,False
928.mp4,driving car,driving car,abseiling,True,False
929.mp4,playing trombone,applauding,playing trombone,False,True
930.mp4,fixing hair,skateboarding,abseiling,False,False
931.mp4,making snowman,riding mountain bike,abseiling,False,False
932.mp4,riding unicycle,riding unicycle,abseiling,True,False
934.mp4,playing keyboard,playing keyboard,abseiling,True,False
935.mp4,ripping paper,applauding,ripping paper,False,True
936.mp4,riding unicycle,riding unicycle,abseiling,True,False
937.mp4,dunking basketball,dunking basketball,abseiling,True,False
938.mp4,blasting sand,blasting sand,abseiling,True,False
939.mp4,squat,squat,abseiling,True,False
940.mp4,playing didgeridoo,playing didgeridoo,abseiling,True,False
941.mp4,laughing,laughing,abseiling,True,False
942.mp4,dunking basketball,dunking basketball,abseiling,True,False
943.mp4,playing keyboard,playing keyboard,abseiling,True,False
944.mp4,playing didgeridoo,playing didgeridoo,abseiling,True,False
945.mp4,snatch weight lifting,snatch weight lifting,abseiling,True,False
948.mp4,skateboarding,skateboarding,abseiling,True,False
949.mp4,trimming or shaving beard,trimming or shaving beard,abseiling,True,False
951.mp4,riding elephant,riding elephant,abseiling,True,False
952.mp4,pole vault,pole vault,abseiling,True,False
953.mp4,tango dancing,applauding,tango dancing,False,True
954.mp4,ripping paper,ripping paper,abseiling,True,False
955.mp4,riding mountain bike,riding mountain bike,abseiling,True,False
956.mp4,playing didgeridoo,playing didgeridoo,abseiling,True,False
958.mp4,frying vegetables,cooking on campfire,abseiling,False,False
959.mp4,hurdling,applauding,hurdling,False,True
960.mp4,playing badminton,playing badminton,abseiling,True,False
961.mp4,dancing ballet,dancing ballet,abseiling,True,False
962.mp4,shuffling cards,shuffling cards,abseiling,True,False
964.mp4,playing badminton,playing badminton,applauding,True,False
965.mp4,fixing hair,fixing hair,abseiling,True,False
966.mp4,shuffling cards,shuffling cards,abseiling,True,False
967.mp4,riding elephant,riding elephant,abseiling,True,False
968.mp4,dancing macarena,applauding,pumping fist,False,False
969.mp4,capoeira,capoeira,abseiling,True,False
970.mp4,juggling soccer ball,juggling soccer ball,abseiling,True,False
971.mp4,riding elephant,riding elephant,abseiling,True,False
972.mp4,pole vault,pole vault,abseiling,True,False
973.mp4,capoeira,capoeira,abseiling,True,False
975.mp4,riding elephant,riding elephant,abseiling,True,False
976.mp4,playing trombone,playing trombone,abseiling,True,False
979.mp4,balloon blowing,balloon blowing,abseiling,True,False
980.mp4,sign language interpreting,sign language interpreting,abseiling,True,False
981.mp4,playing xylophone,playing xylophone,abseiling,True,False
982.mp4,skateboarding,skateboarding,abseiling,True,False
983.mp4,snorkeling,abseiling,snorkeling,False,True
985.mp4,pushing wheelchair,pushing wheelchair,abseiling,True,False
986.mp4,riding unicycle,riding unicycle,abseiling,True,False
987.mp4,dancing ballet,dancing ballet,abseiling,True,False
988.mp4,snatch weight lifting,squat,abseiling,False,False
989.mp4,driving car,driving car,abseiling,True,False
991.mp4,pole vault,pole vault,abseiling,True,False
994.mp4,bench pressing,bench pressing,abseiling,True,False
995.mp4,playing didgeridoo,playing didgeridoo,abseiling,True,False
996.mp4,playing badminton,playing badminton,abseiling,True,False
997.mp4,making snowman,applauding,making snowman,False,True
999.mp4,changing oil,applying cream,changing oil,False,True
